Title,launched_at,titleyear,usd_pledged,MinAge,log_playtime,AvgWeight
Private Die,1441720721,Private Die (2016),13001,10,2.70805020110221,1.3333
Braiiiins!,1424101415,Braiiiins! (2015),12984,8,3.4011973816621555,1
Mob Ties: The Board Game,1287499518,Mob Ties: The Board Game (2011),12960,13,4.499809670330265,3
BUS,1360957273,BUS (2015),12780.68,8,2.995732273553991,1.4667
Dungeon Heroes,1357668271,Dungeon Heroes (2013),12750,13,3.4011973816621555,1.95
The Last Spike,1431316398,The Last Spike (2015),12714,10,4.0943445622221,1.8333
Latice,1441230642,Latice (2015),12663,6,3.4011973816621555,1.5
Hordes of Grimoor,1439393428,Hordes of Grimoor (2015),12644,10,3.4011973816621555,2.125
Automania,1430382733,Automania (2015),12615.927156,12,4.499809670330265,2.7458
Cadaver,1448269539,Cadaver (2016),12610.3653681,10,3.4011973816621555,1.3333
Seven7s,1425309798,Seven7s (2015),12581,7,3.4011973816621555,1.4
Sandwich Masters,1442304020,Sandwich Masters (2016),12560.6014659,8,3.4011973816621555,1.5
Frankenstein's Bodies,1398506973,Frankenstein's Bodies (2014),12549.72413055,10,4.0943445622221,2.2
Xenofaction,1389034048,Xenofaction (2014),12527,12,5.19295685089021,3.5
Res Publica: 2230AD,1438286276,Res Publica: 2230AD (2015),12422,10,4.0943445622221,2
DragonStone Mine!,1466085901,DragonStone Mine! (2016),12405,5,3.4011973816621555,2
Hogger Logger,1407855846,Hogger Logger (2015),12279.05,7,2.995732273553991,1.3333
Goblins vs Zombies,1378216898,Goblins vs Zombies (2013),12212,7,2.70805020110221,2
Triassic Terror,1361399375,Triassic Terror (2013),12171,14,4.787491742782046,2.7843
Legends of Draxia,1438044246,Legends of Draxia (2015),12083,12,4.0943445622221,2
Gadgeteers,1471345205,Gadgeteers (2017),12083,8,3.4011973816621555,2.3333
Galaxy Command,1430783664,Galaxy Command (2015),12058,10,3.8066624897703196,1.5
Seven Sisters,1328286137,Seven Sisters (2012),12000.1,12,4.0943445622221,2.4118
Police Precinct,1327767423,Police Precinct (2013),11992,13,4.499809670330265,2.55
Civicus Dice Game,1433601340,Civicus Dice Game (2015),11923,13,3.8066624897703196,1
"Bigfootses, The Card Game",1385404366,"Bigfootses, The Card Game (2014)",11726,12,3.8066624897703196,2
POOP: The Game,1392048021,POOP: The Game (2014),11696,5,2.70805020110221,1.1429
Give It To The King!,1377172382,Give It To The King! (2013),11666.25,8,3.4011973816621555,1
Clusterfight,1384878912,Clusterfight (2014),11612.13,8,3.2188758248682006,1
Fox & Chicken,1364911174,Fox & Chicken (2013),11589.8876260583,8,2.995732273553991,1.6667
Space Base Mutiny,1470484022,Space Base Mutiny (2016),11538,10,2.70805020110221,1
Wands,1384779391,Wands (2014),11450,7,2.302585092994046,1
Query,1389784403,Query (2014),11409.5371176,14,3.8066624897703196,1.5
Thwarted! A Game of Super-Villainy,1468296075,Thwarted! A Game of Super-Villainy (2016),11378.52,13,4.0943445622221,1
Gunrunners,1359159724,Gunrunners (2013),11348.77,10,3.4011973816621555,1.1818
Pleasant Dreams,1395154806,Pleasant Dreams (2015),11327,13,2.302585092994046,1.125
Symetra,1401800247,Symetra (2014),11273.702990044,13,4.0943445622221,3.3333
Kill the Overlord,1338682838,Kill the Overlord (2012),11188,13,3.8066624897703196,1.3913
ESSEN,1401935723,ESSEN (2014),11068,12,3.8066624897703196,2.5
Perspective,1438781824,Perspective (2016),11011,11,2.70805020110221,1.8333
Help Wanted,1374361217,Help Wanted (2013),11e3,17,3.8066624897703196,1
StelCon: Infinity,1330959905,StelCon: Infinity (2013),10951,13,4.787491742782046,2.3333
Imperial Skies,1448191893,Imperial Skies (2016),10948.4282867,12,4.787491742782046,2
Barrage Battle,1464208042,Barrage Battle (2016),10946,10,4.499809670330265,2
Bad Decisions,1425686479,Bad Decisions (2015),10938,13,2.995732273553991,1
Bureaunauts,1470207835,Bureaunauts (2017),10921,14,4.0943445622221,3
Wongamania: Banana Economy,1447936810,Wongamania: Banana Economy (2016),10792.4695047,14,4.0943445622221,1.5
Raiding Parties,1340658528,Raiding Parties (2012),10779.01,10,3.4011973816621555,1.6667
Don't Die!,1446243219,Don't Die! (2015),10760,10,3.4011973816621555,1
World Conquerors,1317262989,World Conquerors (2012),10758,10,4.0943445622221,2
tsunami!,1369848633,tsunami! (2014),10721,10,3.8066624897703196,2
Tunhell,1434308916,Tunhell (2015),10707.42936384,8,3.6888794541139363,1.5833
Little Dungeon: Turtle Rock,1395868127,Little Dungeon: Turtle Rock (2014),10706,5,2.70805020110221,1
Moriarty's Machinations,1409925794,Moriarty's Machinations (2014),10684,13,3.4011973816621555,2.3333
If I'm Going Down...,1317445238,If I'm Going Down... (2012),10640.77,15,3.4011973816621555,1.4286
SiXeS,1464648522,SiXeS (2016),10599.5,12,3.8066624897703196,1
Colonialism,1366060156,Colonialism (2013),10579,12,4.499809670330265,2.8889
Wolf & Hound,1444143923,Wolf & Hound (2016),10506,10,2.995732273553991,1.5
Space Junk,1388241407,Space Junk (2014),10502.6708017,8,4.0943445622221,1.5
Elementos,1444909641,Elementos (2015),10455.4,7,2.70805020110221,2
Heat,1400860791,Heat (2015),10449,13,3.4011973816621555,1.5714
Off Your Rocker,1333739269,Off Your Rocker (2012),10415.3,12,3.8066624897703196,1.1429
Neptune,1375833700,Neptune (2013),10411,8,2.995732273553991,1.5
Neptun,1375833700,Neptun (2014),10411,8,3.8066624897703196,2.5789
Monkey Butt,1463679237,Monkey Butt (2016),10391.1868984686,8,3.4011973816621555,2
Conspiracy!,1453820416,Conspiracy! (2016),10322.81,13,3.8066624897703196,2
Santa VS Jesus,1465287478,Santa VS Jesus (2016),10285.353213425,12,4.499809670330265,1
RuneCast,1423065427,RuneCast (2015),10244,7,4.499809670330265,2
Achaia,1432138507,Achaia (2015),10222,14,4.499809670330265,3.1538
Cosmic Kaboom,1463497393,Cosmic Kaboom (2016),10175,12,3.4011973816621555,1
Realm of Heroes,1401196758,Realm of Heroes (2015),10061,8,3.8066624897703196,1
Conquest Tactics,1324559973,Conquest Tactics (2011),10034,13,4.0943445622221,2.7143
Mageling,1484076776,Mageling (2017),10029,12,4.499809670330265,3
Loud About,1416649956,Loud About (2014),10024.33355115,8,2.70805020110221,1
Kingdom of Solomon,1306526875,Kingdom of Solomon (2012),10020,12,4.0943445622221,2.7586
Worker Placement,1394122905,Worker Placement (2014),10014,10,3.8066624897703196,2.25
A Fistful of Dinero,1403550580,A Fistful of Dinero (2015),10009.18,10,3.4011973816621555,2
27th Passenger: A Hunt On Rails,1405520203,27th Passenger: A Hunt On Rails (2014),9954,10,3.8066624897703196,2
Quadrum,1476734263,Quadrum (2017),9919.712754,6,2.302585092994046,1.5
Bomarzo,1435242914,Bomarzo (2015),9847.48640325,12,4.0943445622221,2.9231
BattleGoats,1461165349,BattleGoats (2016),9737,9,3.4011973816621555,1
Dark Horse,1304797749,Dark Horse (2012),9696.03,10,4.499809670330265,2.6667
King's Kilt,1419643470,King's Kilt (2015),9693,8,3.8066624897703196,1.7143
Looting Atlantis,1442937694,Looting Atlantis (2016),9636,10,3.4011973816621555,2.5
We Didn't Playtest This: Legacies,1333252462,We Didn't Playtest This: Legacies (2012),9522.21,12,0.6931471805599453,1
JurassAttack!,1436533238,JurassAttack! (2015),9519,8,2.70805020110221,1.1111
RONE,1447959596,RONE (2016),9473,14,3.8066624897703196,2.6667
Ghost Pirates,1320426506,Ghost Pirates (2012),9472.63,13,3.4011973816621555,1.5
Inevitable,1267729972,Inevitable (2010),9435,15,5.19295685089021,3.25
Frontier Skies,1372713445,Frontier Skies (2014),9372.01,14,3.8066624897703196,3
CatTube Famous,1438646428,CatTube Famous (2015),9345.68512364,10,3.4011973816621555,1
Package!?,1478779223,Package!? (2017),9309.3486216,8,2.302585092994046,2
Jackpot!,1354618775,Jackpot! (2013),9273.659422167,13,4.0943445622221,2.6667
Devils & Black Sheep,1459530313,Devils & Black Sheep (2016),9228,8,3.8066624897703196,1.25
1955: The War of Espionage,1289796470,1955: The War of Espionage (2011),9202,13,3.8066624897703196,2.1515
The Princess and the Goblin,1464005372,The Princess and the Goblin (2016),9199,7,2.995732273553991,2
We Didn't Playtest This Pasted-On Theme at All!,1378400522,We Didn't Playtest This Pasted-On Theme at All! (2014),9151,13,0.6931471805599453,1
Main Event: A Card Game Battle Royale,1427201489,Main Event: A Card Game Battle Royale (2015),9130,14,4.0943445622221,1.75
Cheesonomics,1393693237,Cheesonomics (2014),9125,8,2.995732273553991,1.5
The Foreign King,1430320902,The Foreign King (2015),9125,12,4.0943445622221,2.1818
Mow Money,1436386059,Mow Money (2016),9091,10,4.0943445622221,1.7143
Parkies,1433977212,Parkies (2015),9083,12,4.0943445622221,2.6667
Warring Kingdom,1394769621,Warring Kingdom (2014),9073.88,13,3.8066624897703196,3
Alchemist Academy,1375794015,Alchemist Academy (2013),9058.1,10,3.4011973816621555,1.5
Fast & Furious: Full Throttle,1430317359,Fast & Furious: Full Throttle (2015),8958,10,3.4011973816621555,2
Influence,1360525914,Influence (2013),8956,12,2.995732273553991,1
The Gentlemen of the South Sandwiche Islands,1258360177,The Gentlemen of the South Sandwiche Islands (2010),8936.5,9,4.0943445622221,2.5
Sultan's Library,1433246163,Sultan's Library (2016),8720.17189792,10,4.0943445622221,2
The Manhattan Project,1310537084,The Manhattan Project (2012),8683.77,13,4.787491742782046,2.9677
Karesansui,1362706858,Karesansui (2013),8664,10,4.0943445622221,2.1765
Super Showdown,1316310936,Super Showdown (2012),8624,12,2.302585092994046,1.9167
Shenanigans: The Musical,1460386846,Shenanigans: The Musical (2016),8541.85323994,12,2.302585092994046,1
You're Fired!,1447767094,You're Fired! (2015),8500,12,2.995732273553991,1.3333
Evolve! The Game of Unnatural Selection,1395247125,Evolve! The Game of Unnatural Selection (2014),8451,10,3.912023005428146,2
Legends of Adventure,1335473276,Legends of Adventure (2014),8441,9,4.0943445622221,1.5
Beardsmith,1453303259,Beardsmith (2015),8410,8,3.2188758248682006,1.5
Flocks & Flyways,1408629196,Flocks & Flyways (2015),8352,10,3.4011973816621555,1
The Great Snowball Battle,1382559956,The Great Snowball Battle (2014),8327.65,8,2.70805020110221,1.5
Terra Evolution,1322913051,Terra Evolution (2011),8316,10,3.8066624897703196,2.0476
Ember: the Magical Card Game,1458129737,Ember: the Magical Card Game (2016),8245.719757075,12,3.4011973816621555,1.4
Super Tooth,1396706429,Super Tooth (2014),8210,6,2.70805020110221,1.1667
Dig a Dino,1472756168,Dig a Dino (2017),8153.63060377,7,3.4011973816621555,2
Dungeon Dwellers,1395247232,Dungeon Dwellers (2014),8140,13,4.0943445622221,2.7143
Creepiest Pet Shop,1445529210,Creepiest Pet Shop (2015),8117,8,3.4011973816621555,1
Bigfoot,1391720935,Bigfoot (2014),8087.85,12,2.70805020110221,1.8333
"Sun, Moon, & Stars",1439906550,"Sun, Moon, & Stars (2016)",8072.08,8,2.70805020110221,1.125
Cunning Folk,1431520566,Cunning Folk (2015),8065,8,2.302585092994046,1
Pizza Theory,1320085797,Pizza Theory (2012),8042.35,6,2.70805020110221,1.6
Canopy Walk,1405107217,Canopy Walk (2014),8035.63628288,14,3.4011973816621555,1.6667
The Orcfather,1409582249,The Orcfather (2014),8030,10,2.995732273553991,2
Ultimate Dinosaur Fighting,1451662983,Ultimate Dinosaur Fighting (2016),8024.01,13,4.0943445622221,2
Clash d'Ardèche,1479132952,Clash d'Ardèche (2017),8023.885799056,12,4.31748811353631,3
Imperial Crusade Armada,1316220420,Imperial Crusade Armada (2011),8016,9,4.0943445622221,3
The Lord of the P.I.G.S.,1416947720,The Lord of the P.I.G.S. (2014),7952.41703244,16,3.4011973816621555,2
Shadow Agents,1454094055,Shadow Agents (2016),7938.5,12,3.4011973816621555,1.25
Virus the Card Game,1404447483,Virus the Card Game (2014),7908.01,12,2.70805020110221,1
Katalyka,1309823052,Katalyka (2014),7840,11,4.0943445622221,5
DIG: the Card Game,1315018959,DIG: the Card Game (2011),7817.77,8,3.8066624897703196,1.5
Time Jockeys,1438096078,Time Jockeys (2016),7798,12,3.2188758248682006,1.75
The Game of 49,1401890363,The Game of 49 (2014),7778.49,10,3.8066624897703196,1.8095
Deadball,1490029546,Deadball (2017),7748,8,3.4011973816621555,1.75
Oppai Go,1463497938,Oppai Go (2016),7718.234085008387,16,3.4011973816621555,1.6667
Pack the Pack,1407178892,Pack the Pack (2014),7651,8,1.6094379124341003,2
Sovereignty of Dust,1406655023,Sovereignty of Dust (2015),7646,14,2.70805020110221,2
Shoot Your Friends,1409691058,Shoot Your Friends (2015),7607,13,3.2188758248682006,1
Oilfield,1464684567,Oilfield (2016),7584.891524,12,4.0943445622221,3
Scotland Rising,1402440390,Scotland Rising (2014),7503,9,4.499809670330265,1.5714
Capo Dei Capi,1378640329,Capo Dei Capi (2013),7458,8,2.995732273553991,1.5714
Oh My Gods!,1424797334,Oh My Gods! (2016),7432,8,2.70805020110221,2
Luck O' The Dice,1403049642,Luck O' The Dice (2015),7361,7,3.8066624897703196,2.5
SOS Titanic,1384878560,SOS Titanic (2013),7351,8,3.4011973816621555,1.6429
Skittykitts,1326680292,Skittykitts (2012),7335.17,13,2.302585092994046,1
Funemployed!,1374595234,Funemployed! (2014),7263,13,3.4011973816621555,1.1739
Water Balloon Washout,1373299187,Water Balloon Washout (2013),7259,8,2.995732273553991,1.4
3D Pawn,1470151508,3D Pawn (2016),7257.25759344,7,3.4011973816621555,2
Fate Of Akalon: Tribes,1456261338,Fate Of Akalon: Tribes (2016),7127,13,3.8066624897703196,2
Serpent Stones,1341972285,Serpent Stones (2013),7101,8,3.4011973816621555,1.5556
Halfling Feast,1443470198,Halfling Feast (2015),7099.56238689,10,3.912023005428146,1
Paranormal Investigation,1397857373,Paranormal Investigation (2014),7079,12,2.302585092994046,1
Witch Slapped!,1476712826,Witch Slapped! (2017),7066,9,3.4011973816621555,1
PLAGUE: The Card Game,1344548757,PLAGUE: The Card Game (2012),7053,12,2.995732273553991,1.8889
Roll Saga Baseball,1436398514,Roll Saga Baseball (2015),7043,10,5.19295685089021,2
Magecraft,1443699989,Magecraft (2016),7012,8,4.0943445622221,1.8889
Monsters Party: Voodoo Madness,1461681070,Monsters Party: Voodoo Madness (2016),7001.52,8,3.8066624897703196,1.5
Battle of Durak,1436803270,Battle of Durak (2016),6970,8,2.70805020110221,1
The Offensive Band Name Generator,1384270171,The Offensive Band Name Generator (2014),6954,17,3.4011973816621555,1
ERA,1365184321,ERA (2017),6953,9,3.4011973816621555,2
White Elephant,1308350134,White Elephant (2011),6917.33,8,2.70805020110221,1
Heist,1407937784,Heist (2014),6768,9,1.0986122886681098,1.3333
Saga of the Northmen,1474299694,Saga of the Northmen (2016),6709.57,12,3.6888794541139363,3
Teratozoic,1405926251,Teratozoic (2014),6511.99,13,4.0943445622221,1.8889
Sanitarium,1320686002,Sanitarium (2012),6506.33,14,3.4011973816621555,2
Di Renjie,1329885664,Di Renjie (2012),6471,10,3.4011973816621555,1.7273
TRIUMPH: A card-arranging strategy game,1457450176,TRIUMPH: A card-arranging strategy game (2016),6400,10,3.2188758248682006,1.75
Florenza: The Card Game,1389899568,Florenza: The Card Game (2013),6368,14,4.0943445622221,2.5833
In Security,1398723900,In Security (2014),6353.2758270079,8,2.995732273553991,1.1429
Emperor's New Clothes,1362430456,Emperor's New Clothes (2014),6330.56,12,2.70805020110221,2.3333
Trifecta,1360071799,Trifecta (2013),6312,8,2.995732273553991,1
Barking Up The Wrong Tree,1432640708,Barking Up The Wrong Tree (2015),6267.739257,14,3.4011973816621555,1.3333
Flippin' Fruit,1389428790,Flippin' Fruit (2014),6266.82880759,8,2.70805020110221,1.5
BEEP. BEEP. ATTACK!,1423182613,BEEP. BEEP. ATTACK! (2015),6167,8,2.70805020110221,1
The Pirate Deck,1407967310,The Pirate Deck (2014),6116,6,2.302585092994046,1
Tontine,1357856031,Tontine (2013),6107.51,12,2.995732273553991,1.5
Dead Man's Chest,1428685205,Dead Man's Chest (2015),6040,8,3.4011973816621555,1.25
Raiders of the Lost Tomb,1395028858,Raiders of the Lost Tomb (2014),6020.72,13,2.302585092994046,1
Lexicons of Dueling,1330148031,Lexicons of Dueling (2012),5939,10,2.70805020110221,1.25
Micro Play-Break: Castles,1406390010,Micro Play-Break: Castles (2014),5917,6,1.6094379124341003,1
El Luchador Fantastico Grande,1424826739,El Luchador Fantastico Grande (2015),5910.42939495,13,3.8066624897703196,1
Good Cop Bad Cop,1396603333,Good Cop Bad Cop (2014),5864,12,2.995732273553991,1.2262
Krash Karts,1399843031,Krash Karts (2014),5846.6158848000005,8,3.4011973816621555,1.8333
Parenthood,1414438993,Parenthood (2015),5821,7,3.4011973816621555,2.6667
Where Art Thou Romeo?,1386276600,Where Art Thou Romeo? (2013),5723.42,13,2.70805020110221,1.1333
Lemonade Stand,1321645422,Lemonade Stand (2012),5721,13,2.995732273553991,1.5333
Guile,1370959264,Guile (2013),5642.59,13,2.995732273553991,1
Grim End Manor,1410162383,Grim End Manor (2014),5561.0705462,12,3.4011973816621555,1.5
Switching Tracks,1407267563,Switching Tracks (2015),5533,10,4.0943445622221,2.3636
Gangster Dice,1434470032,Gangster Dice (2015),5522,10,2.995732273553991,1.6
Castle Dash,1317240254,Castle Dash (2011),5520,8,3.4011973816621555,1.8333
Sweet Spot,1473264648,Sweet Spot (2017),5491.3486761,10,3.8066624897703196,1
Shogun Showdown,1401234960,Shogun Showdown (2014),5452,12,3.4011973816621555,1.5
Fluffy Bunny Tea Party,1315316140,Fluffy Bunny Tea Party (2011),5388.53,9,3.4011973816621555,1.3333
Otters,1391095817,Otters (2014),5321,6,2.302585092994046,1
"Mirror, Mirror",1307843593,"Mirror, Mirror (2011)",5261,8,3.4011973816621555,2
Psychological Warfare,1398968884,Psychological Warfare (2014),5226,12,3.4011973816621555,2.25
The Great Debate,1415080900,The Great Debate (2015),5226,12,3.4011973816621555,1.1667
Space Pioneers,1455210049,Space Pioneers (2016),5209.92155418,8,4.0943445622221,1.6667
DiceAFARI,1321286763,DiceAFARI (2012),5130.01,8,2.70805020110221,1.25
Crazier Eights,1401955540,Crazier Eights (2014),5099,10,2.302585092994046,1
Wrangled!,1377355122,Wrangled! (2013),5094,13,3.4011973816621555,2
Kamakura,1304642809,Kamakura (2011),5063.01,13,1.6094379124341003,1.3333
Pickpockets,1456839072,Pickpockets (2016),5049,8,3.4011973816621555,1
Masquerade,1355850739,Masquerade (2013),5e3,12,3.4011973816621555,2
Dexikon,1427385828,Dexikon (2015),4968,8,3.8066624897703196,2
Doomworks,1365524785,Doomworks (2013),4949,10,3.2188758248682006,1
Rise of the Zombies!,1338959025,Rise of the Zombies! (2013),4941,12,4.0943445622221,2
In a Bind,1406900742,In a Bind (2015),4930.48424094,13,2.995732273553991,1
Greedy Wizards,1381831840,Greedy Wizards (2013),4884.0888702043085,10,2.995732273553991,1
Fate of the Norns: Gulveig,1390658105,Fate of the Norns: Gulveig (2014),4845.02314149,6,3.4011973816621555,2
Ph. D. The Game,1389839255,Ph. D. The Game (2013),4803.01,12,3.4011973816621555,1.3333
Find It & Bind It,1424192392,Find It & Bind It (2015),4774,12,3.4011973816621555,1.4
Romans Go Home!,1365107530,Romans Go Home! (2013),4671.65,13,2.70805020110221,1.25
Cabaret,1437405700,Cabaret (2015),4602,5,3.4011973816621555,1.3333
Dump The Ump!,1469943684,Dump The Ump! (2014),4246,8,3.4011973816621555,1
Countdown: Special Ops,1389719147,Countdown: Special Ops (2013),4214.72,12,3.4011973816621555,2.5556
Alliances,1372882928,Alliances (2013),4197,8,3.8066624897703196,2.2
Admiral,1330797401,Admiral (2012),4061,6,4.0943445622221,3
Four,1443036785,Four (2016),4053.56,8,3.6888794541139363,2
Gnomes: The Great Sweeping of Ammowan,1350400071,Gnomes: The Great Sweeping of Ammowan (2012),4030,3,4.0943445622221,1
Chicago Shootout,1451672336,Chicago Shootout (2016),3985.1203396908,8,3.4011973816621555,1.5
Hunting Season,1454718917,Hunting Season (2015),3883,6,3.8066624897703196,1.5
Builders of Blankenburg,1468326236,Builders of Blankenburg (2016),3847,13,4.499809670330265,2.75
Creative Differences: The Video Game Development Card Game,1467702478,Creative Differences: The Video Game Development Card Game (2016),3726.17100025,8,3.4011973816621555,2
Button Bashers,1400877185,Button Bashers (2014),3468,12,3.4011973816621555,3
Succession!,1460464672,Succession! (2016),3357,8,2.302585092994046,1
Truths Too Terrible,1414505448,Truths Too Terrible (2015),3347,10,3.4011973816621555,2
Madstone Chronicles,1469475648,Madstone Chronicles (2016),3304,12,4.499809670330265,2
Ghost Hunter: Witches,1446119705,Ghost Hunter: Witches (2015),3278.2569939,12,2.995732273553991,1
Turin Market,1459945089,Turin Market (2016),3268.13,9,3.4011973816621555,1
Poison Bottles,1455376974,Poison Bottles (2016),3253,9,3.6888794541139363,1.5
Zoo Webs,1426697701,Zoo Webs (2015),3245,5,3.4011973816621555,1
Epic Picnic,1395001115,Epic Picnic (2014),3244,17,3.4011973816621555,1.6667
Hedron,1407895240,Hedron (2014),3215.19830392,12,4.0943445622221,2.75
Bulrup,1340145354,Bulrup (2012),3208.01,8,4.787491742782046,3.5
The Space Base Race,1424134944,The Space Base Race (2015),3147,10,4.0943445622221,1.5
Backstab: A Political and Strategic Live-action Card Game,1397604248,Backstab: A Political and Strategic Live-action Card Game (2014),3110.97760312,16,3.4011973816621555,2.5
Stealing Mona Lisa,1443622517,Stealing Mona Lisa (2016),3105,4,3.6888794541139363,1
"Mine, All Mine!",1415996809,"Mine, All Mine! (2014)",3082,8,2.302585092994046,1.3333
Matching Lions,1354742890,Matching Lions (2013),3030,3,2.995732273553991,1
Black Hat,1357741896,Black Hat (2015),3020.88462461,10,3.8066624897703196,2.25
Inventor's Market,1399598627,Inventor's Market (2014),2984,5,2.70805020110221,1.2
The Goods,1385079484,The Goods (2014),2963.243345,12,4.499809670330265,2
Venture Forth,1308330749,Venture Forth (2012),2913,12,4.0943445622221,2.3478
Legends and Lies,1413460039,Legends and Lies (2014),2879,12,3.4011973816621555,1.8333
Asphodel,1431618713,Asphodel (2015),2857,12,4.499809670330265,2
Shootin' Blanks,1425607289,Shootin' Blanks (2015),2777,16,3.4011973816621555,2
The Goose Egg Game,1390404855,The Goose Egg Game (2014),2676,8,2.70805020110221,1
Pigskin,1436565527,Pigskin (2015),2629,12,2.995732273553991,1.5
Wordariffic,1429642964,Wordariffic (2015),2609,6,3.4011973816621555,1.3333
Reclaim Oz,1420751828,Reclaim Oz (2015),2463,8,3.8066624897703196,1
Draw Blood,1383666205,Draw Blood (2013),2442,10,2.995732273553991,1
DuCo,1389198762,DuCo (2013),2390.26,7,2.995732273553991,1.6667
Alien Entity,1406923438,Alien Entity (2014),2384,13,2.302585092994046,2
Greatest of All Mountains,1442422347,Greatest of All Mountains (2016),2341,10,4.499809670330265,2.5
Tattletale,1383244137,Tattletale (2014),2339,10,2.70805020110221,1.5
Fire Ants!,1437408151,Fire Ants! (2015),2285,7,2.995732273553991,1
Airline the Card Game,1410883987,Airline the Card Game (2014),2213,12,2.70805020110221,1
Comrades and Patriots,1445517420,Comrades and Patriots (2015),2164,8,3.8066624897703196,1.25
Stac,1435676224,Stac (2015),2129,6,2.995732273553991,1.6667
Escape The Maze,1412507880,Escape The Maze (2014),2125.706480415,8,3.4011973816621555,1
Stowaway 52,1417443216,Stowaway 52 (2015),2071,8,3.8066624897703196,1
Troll Hunt,1395239390,Troll Hunt (2014),2053.1,8,3.8066624897703196,2
Tak,1455285605,Tak (2016),2048,12,4.0943445622221,2.4375
IronheadE: Punimals,1450115257,IronheadE: Punimals (2016),1999.49499376,8,2.995732273553991,2
Movable Type,1475668471,Movable Type (2016),1977.0372513,8,3.6888794541139363,2
Rough: The Card Game,1410793213,Rough: The Card Game (2014),1955,7,2.302585092994046,1.3333
Giant,1412184900,Giant (2015),1942,12,3.8066624897703196,1
Meow,1427931705,Meow (2015),1916,8,1.6094379124341003,1
Franchise King,1454829400,Franchise King (2016),1753,8,2.70805020110221,1
Dozen Doubloons,1410886871,Dozen Doubloons (2014),1692,8,1.6094379124341003,1
Missing Link,1412116971,Missing Link (2015),1671,9,3.4011973816621555,1.5
Race! Formula 90,1385057197,Race! Formula 90 (2013),1498,12,4.787491742782046,3.4302
Game Over,1417799310,Game Over (2014),1373,12,2.995732273553991,1.5
Mandrago,1470821852,Mandrago (2016),1325.7953618,6,3.4011973816621555,2
Monster Chef,1396782223,Monster Chef (2014),1066,10,3.4011973816621555,1.5
Covert Ops: Berlin,1434119966,Covert Ops: Berlin (2015),1031,10,4.0943445622221,2
Crime Lords of Knight City,1437431999,Crime Lords of Knight City (2015),1003,12,3.6888794541139363,1.6667
Zoodlums,1385402269,Zoodlums (2013),1e3,13,2.995732273553991,1.5
Merry Christmas! The Hand-Drafting Card Game,1416765005,Merry Christmas! The Hand-Drafting Card Game (2014),523,13,2.70805020110221,2
